Station,Date,Time,Latitude_DD,Longitude_DD,File.Name,CTD.serial,Bottom.Depth,pressure_db,Temperature_ITS90_DegC,Salinity_PSU,Density_sigma.theta.kg.m.3,Oxygen_umol.kg,Oxygen.Saturation_perc,Nitrogen.saturation..mg.l.,PAR.Irradiance,Fluorescence_mg_m3,Turbidity,Beam_attenuation,Beam_transmission
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,83.804,4.3069,31.7792,25.1953,307.926,96.184,16.43833,0.036908,0.2442,0.4778,0.4778,88.7402
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,84.804,4.3056,31.7792,25.1955,307.845,96.156,16.43878,0.036908,0.2394,0.4773,0.4773,88.7519
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,85.825,4.311,31.7863,25.2006,307.65,96.113,16.43597,0.036908,0.2406,0.4723,0.4723,88.8628
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,86.83,4.3182,31.7853,25.1991,307.773,96.167,16.43345,0.036908,0.2364,0.4995,0.4995,88.2601
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,87.837,4.3195,31.782,25.1963,307.726,96.153,16.43335,0.036908,0.2374,0.5044,0.5044,88.1515
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,88.848,4.3185,31.7836,25.1976,307.41,96.053,16.43352,0.036908,0.2388,0.4986,0.4986,88.281
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,89.868,4.3195,31.7828,25.197,307.247,96.004,16.43327,0.036908,0.2375,0.4975,0.4975,88.3045
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,90.863,4.3193,31.7837,25.1977,307.185,95.985,16.43323,0.036908,0.2348,0.5035,0.5035,88.1722
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,91.876,4.319,31.7817,25.1961,307.245,96.001,16.43357,0.036908,0.23,0.4979,0.4979,88.2967
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,92.897,4.3174,31.783,25.1974,307.212,95.989,16.434,0.036908,0.2317,0.489,0.489,88.4925
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,93.909,4.3184,31.7829,25.1972,307.369,96.04,16.43366,0.036908,0.2329,0.5,0.5,88.2495
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,94.901,4.3175,31.7821,25.1966,307.28,96.009,16.43406,0.036908,0.2343,0.5035,0.5035,88.1722
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,95.918,4.3163,31.7816,25.1963,307.174,95.973,16.43458,0.036908,0.2384,0.4897,0.4897,88.4774
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,96.935,4.3154,31.7826,25.1972,306.894,95.885,16.43477,0.036908,0.241,0.4845,0.4845,88.5919
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,97.939,4.3168,31.7836,25.1979,307.147,95.967,16.43418,0.036908,0.2323,0.4935,0.4935,88.3931
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,98.945,4.318,31.782,25.1966,307.227,95.994,16.43391,0.036908,0.2391,0.5097,0.5097,88.037
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,99.957,4.3181,31.7825,25.1969,307.143,95.968,16.43382,0.036908,0.2375,0.4967,0.4967,88.3232
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,100.974,4.3175,31.7824,25.1969,307.324,96.023,16.43404,0.036908,0.2383,0.4888,0.4888,88.497
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,101.976,4.3171,31.7821,25.1967,307.251,96,16.43422,0.036908,0.2393,0.4973,0.4973,88.3084
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,102.987,4.3191,31.7843,25.1983,307.219,95.995,16.43324,0.036908,0.2408,0.4953,0.4953,88.3541
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,103.995,4.3214,31.7848,25.1985,307.399,96.058,16.43231,0.036908,0.244,0.4956,0.4956,88.3465
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,105.009,4.3234,31.7839,25.1976,307.394,96.06,16.4317,0.036908,0.2432,0.4993,0.4993,88.2649
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,106.016,4.3236,31.7842,25.1978,307.324,96.039,16.43158,0.036908,0.2435,0.5046,0.5046,88.1471
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,107.032,4.3251,31.7867,25.1996,307.163,95.994,16.43077,0.036908,0.2346,0.5026,0.5026,88.1929
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,108.038,4.3295,31.7867,25.1992,307.068,95.974,16.42915,0.036908,0.2432,0.5062,0.5062,88.1121
AlongBay_2,2022-01-31,13:28,59.518,-151.728,2022_01-31_ab_s02_cast052_4141, 4141,125,109.058,4.3302,31.7847,25.1975,307.153,96.001,16.42911,0.036908,0.2313,0.5214,0.5214,87.7812
